Time,F-Scale,Location,County,State,Lat,Lon,Comments
0639,UNK,3 E NORTH PLATTE,LINCOLN,NE,41.13,-100.71,DOWNBURST CAUSED WINDS GUSTS OF 60 MPH. THE TEMPERATURE ROSE FROM 73 TO 81 DEGREES AND THE DEW POINT DROPPED FROM 61 TO 55. (LBF)
0657,UNK,1 SSW HOUSERVILLE,CENTRE,PA,40.82,-77.83,TREE DAMAGE (CTP)
0700,UNK,3 E NORTH PLATTE,LINCOLN,NE,41.13,-100.71,DOWNBURST CAUSED WINDS GUSTS OF 64 MPH. THE TEMPERATURE ROSE FROM 73 TO 81 DEGREES AND THE DEW POINT DROPPED FROM 61 TO 52 DEGREES. (LBF)
0701,UNK,1 WNW FARMERS MILLS,CENTRE,PA,40.88,-77.63,TREES AND WIRES DOWN (CTP)
0729,UNK,NEWPORT,PERRY,PA,40.48,-77.13,TREES DOWN (CTP)
0737,UNK,BROKEN BOW,CUSTER,NE,41.41,-99.64,DOWNBURST CAUSED WINDS GUSTS OF 78 MPH. THE TEMPERATURE ROSE FROM 73 TO 81 DEGREES AND THE DEW POINT DROPPED FROM 63 TO 52. (LBF)
0755,UNK,SKYLINE VIEW,DAUPHIN,PA,40.34,-76.73,TREES DOWN. 2 INCH DIAMETER STEEL MAST ON HAM RADIO TOWER BUCKLED (CTP)
0816,UNK,2 SW HERSHEY,DAUPHIN,PA,40.26,-76.67,LOTS OF TREES DOWN ON STATE HIGHWAY 39 BETWEEN HERSHEY AND U.S. 22 (CTP)
0822,UNK,2 NNE MANHEIM,LANCASTER,PA,40.19,-76.38,TREES DOWN (CTP)
0824,UNK,NORTH LEWISBURG,CHAMPAIGN,OH,40.22,-83.56,STRUCTURAL DAMAGE. (ILN)
0825,UNK,FOREST,HARDIN,OH,40.8,-83.51,TREES DOWN. TIME ESTIMATED FROM RADAR. (ILN)
0830,UNK,ELVERSON,CHESTER,PA,40.16,-75.83,LARGE LIMBS DOWN (PHI)
0845,UNK,SPRING GROVE,YORK,PA,39.88,-76.86,TREES DOWN (CTP)
0900,UNK,3 NW HALLAM,YORK,PA,40.03,-76.64,TREES DOWN (CTP)
0903,60,SPRING CITY,CHESTER,PA,40.18,-75.55,(PHI)
0905,UNK,COATESVILLE,CHESTER,PA,39.98,-75.82,LARGE LIMBS DOWN (PHI)
0910,UNK,SOUTHWEST CENTER CITY,PHILADELPHIA,PA,39.94,-75.18,POWER POLE SNAPPED AND WIRES DOWN IN SOUTHWEST PHILADELPHIA. (PHI)
0910,UNK,PAOLI,CHESTER,PA,40.04,-75.49,LARGE LIMBS DOWN IN PAOLI (PHI)
0915,UNK,STANTON,NEW CASTLE,DE,39.72,-75.64,SOME TREE LIMBS AND WIRES DOWN IN AND AROUND STANTON. (PHI)
0915,UNK,UPPER PROVIDENCE,DELAWARE,PA,39.96,-75.42,AT LEAST ONE TREE DOWN. (PHI)
0915,UNK,NORRISTOWN,MONTGOMERY,PA,40.12,-75.34,LARGE LIMBS DOWN (PHI)
0916,UNK,1 SSE UPPER FALLS,BALTIMORE,MD,39.43,-76.4,TREE DOWN IN YARD ON PFEFFERS ROAD. (LWX)
0920,UNK,SPRING GROVE,YORK,PA,39.88,-76.86,TREES DOWN (CTP)
0930,UNK,FOX CHASE,PHILADELPHIA,PA,40.08,-75.08,LARGE LIMBS DOWN IN FOX CHASE IN PHILADELPHIA (PHI)
0935,UNK,FRANKLIN TWP,GLOUCESTER,NJ,39.6,-75.03,SEVERAL LARGE TREE LIMBS DOWN IN FRANKLIN TOWNSHIP. (PHI)
0955,UNK,NEW GRETNA,BURLINGTON,NJ,39.59,-74.45,TREES DOWN (PHI)
1005,62,TUCKERTON,BERKS,PA,40.4,-75.94,(PHI)
1010,62,TUCKERTON,OCEAN,NJ,39.6,-74.33,(PHI)
1015,UNK,TUCKERTON,OCEAN,NJ,39.6,-74.33,LARGE LIMBS DOWN IN TUCKERTON (PHI)
1112,70,6 WSW CHARLESTON,KANAWHA,WV,38.32,-81.73,REPORTED AT NWS OFFICE. (RLX)
Time,Size,Location,County,State,Lat,Lon,Comments
2219,150,ELGIN,KANE,IL,42.04,-88.29,AT RT 20 AND RT 25. (LOT)
2225,100,5 SE ELGIN,COOK,IL,42,-88.2,MINOR LEAF DAMAGE. (LOT)
0000,175,CRESTWOOD,COOK,IL,41.65,-87.74,ESTIMATED HALF DOLLAR TO GOLF BALL SIZED HAIL. AT MIDLOTHIAN AND LARAMIE NEAR CRESTWOOD MIDLOTHIAN LINE. (LOT)
0021,150,LANSING,COOK,IL,41.57,-87.55,GOLF BALL TO PING PONG BALL SIZED HAIL FALLING. (LOT)
0030,100,4 E MERRILLVILLE,LAKE,IN,41.47,-87.25,CAR DENTS. (LOT)
0031,275,DYER,LAKE,IN,41.5,-87.51,MOSTLY QUARTER-SIZED HAIL. 109 COURT AND NORTHGATE. (LOT)
0033,100,ORLAND PARK,COOK,IL,41.61,-87.85,(LOT)
0132,100,1 NW CEDAR LAKE,LAKE,IN,41.38,-87.45,(LOT)
0158,100,WHEATFIELD,JASPER,IN,41.19,-87.05,1400 N NEAR WHEATFIELD (LOT)
0200,100,KEWANNA,FULTON,IN,41.02,-86.41,(IWX)
0242,125,LINESVILLE,CRAWFORD,PA,41.66,-80.42,(CLE)
0310,100,4 SW TRENTON,HITCHCOCK,NE,40.13,-101.07,SPOTTER ON HIGHWAY 25 TWO MILES SOUTH OF SWANSON RESERVOIR. ALSO HAD WINDS IN EXCESS OF 50 MPH. (GLD)
0320,125,LINESVILLE,CRAWFORD,PA,41.66,-80.42,(CLE)
0330,100,MEADVILLE,CRAWFORD,PA,41.65,-80.15,(CLE)
0355,100,E MEADVILLE,CRAWFORD,PA,41.65,-80.15,(CLE)
0604,100,5 N LIMESTONE,CLARION,PA,41.2,-79.33,(PBZ)
0820,100,LANCASTER AIRPORT,LANCASTER,PA,40.12,-76.29,(CTP)
0847,100,7 ENE TANEYTOWN,CARROLL,MD,39.69,-77.05,HAIL WAS AT LEAST QUARTER SIZED. (LWX)
0850,100,WEST CHESTER,CHESTER,PA,39.96,-75.61,(PHI)
0905,100,1 SE JACKSONVILLE,BALTIMORE,MD,39.51,-76.55,HAIL WAS AT LEAST QUARTER SIZED. (LWX)
0920,100,HAVERTOWN,DELAWARE,PA,39.98,-75.31,(PHI)
0922,175,1 ESE JOPPA,HARFORD,MD,39.43,-76.34,(LWX)
