Time,F-Scale,Location,County,State,Lat,Lon,Comments
0135,60,WAUKEE,DALLAS,IA,41.61,-93.86,CORRECTED FOR NON-THUNDERSTORM WIND GUST. (DMX)
0135,UNK,4 NNW WAVERLY,BREMER,IA,42.77,-92.5,TREE DOWNED. (DMX)
0157,UNK,S STATE CENTER,MARSHALL,IA,42.01,-93.17,METAL ROOFING BLOWN OFF PART OF A LARGE BUILDING. SMALL STORAGE SHED PUSHED 4 FEET OFF FOUNDATION. A CAR WASH NEXT DOOR ALSO HAD METAL SIDING RIPPED OFF. TIME ESTIMATED (DMX)
0200,60,5 S OLSBURG,POTTAWATOMIE,KS,39.35,-96.63,(TOP)
0345,UNK,SUNRAY,MOORE,TX,36.02,-101.82,SEVERAL WINDOWS BUSTED IN HOMES...A BOX TRUCK WAS TIPPED ON ITS SIDE...A METAL ROOF WAS BLOWN OFF A BUSINESS AND BLOWN INTO THE STREET...SEVERAL TREEE LIMBS DOWN AS WEL (AMA)
0400,UNK,SUNRAY,MOORE,TX,36.02,-101.82,ELECTRIC POLES KNOCKED DOWN (AMA)
0435,62,3 W DUMAS,MOORE,TX,35.86,-102.01,(AMA)
0648,64,WILDORADO,OLDHAM,TX,35.22,-102.24,(AMA)
Time,Size,Location,County,State,Lat,Lon,Comments
2240,150,4 N GORHAM,RUSSELL,KS,38.94,-99.02,PING PONG BALL SIZED HAIL REPORTED BY THE NSSL SHAVE PROJECT. (ICT)
2317,200,RUSSELL,RUSSELL,KS,38.89,-98.85,(ICT)
0046,150,NNW SUSANK,BARTON,KS,38.64,-98.78,(ICT)
0100,100,16 SSE DODGE CITY,FORD,KS,37.54,-99.9,THE CALLER REPORTED A MIX OF HAIL SIZES FROM PENNY TO NICKEL TO QUARTER SIZE,ALL COMING DOWN MIXED WITH RAIN. (DDC)
0117,150,4 NNE HOISINGTON,BARTON,KS,38.57,-98.74,(ICT)
0213,100,1 N SPRINGER,COLFAX,NM,36.38,-104.59,(ABQ)
0253,100,1 E CIMARRON,COLFAX,NM,36.51,-104.9,(ABQ)
0301,125,5 N GRUVER,HANSFORD,TX,36.33,-101.41,(AMA)
0313,100,6 ESE CIMARRON,COLFAX,NM,36.47,-104.82,(ABQ)
