Time,F-Scale,Location,County,State,Lat,Lon,Comments
2020,100,MINDEN,RUSK,TX,32.02,-94.7,QUARTER SIZE HAIL FELL IN MINDEN. (SHV)
2027,100,1 N ROBERT,TANGIPAHOA,LA,30.52,-90.34,QUARTER SIZED HAIL FELL ALONG HWY 445 NORTH OF ROBERT. TIME ESTIMATED BASED ON RADAR. (LIX)
2028,100,BALMORHEA,REEVES,TX,30.98,-103.74,QUARTER HAIL WAS REPORTED TO BE AN INCH DEEP AND LASTED FOR 10 MINUTES. (MAF)
2028,100,19 N AMARILLO,POTTER,TX,35.48,-101.82,(AMA)
2031,100,1 N RIVERDALE,FRESNO,CA,36.45,-119.87,ON HIGHWAY 41 HAIL COVERING THE GROUND. (HNX)
2103,100,HANFORD,KINGS,CA,36.33,-119.65,(HNX)
2120,100,5 SE KINGSBURG,TULARE,CA,36.47,-119.49,(HNX)
2122,100,10 NE HANFORD,KINGS,CA,36.43,-119.53,SOME ACCUMULATION ON THE ROADS (HNX)
2145,250,35 W PECOS,CULBERSON,TX,31.41,-104.09,TRAINED SPOTTER REPORTED 2 TO 2.5 INCH HAIL AND WINDS UP TO 60 MPH. (MAF)
2220,275,6 SW FRITCH,POTTER,TX,35.58,-101.67,(AMA)
2224,100,7 N VISALIA,TULARE,CA,36.43,-119.32,AROUND 1/2 INCH TO 1 INCH DIAMETER HAIL. ALSO ABOUT 7 MI EAST OF TRAVER AND 99 (HNX)
2233,175,5 S FRITCH,CARSON,TX,35.57,-101.6,(AMA)
2235,175,8 SSW FRITCH,POTTER,TX,35.53,-101.65,(AMA)
2243,100,18 SSE HIGBEE,LAS ANIMAS,CO,37.52,-103.33,MIX OF PENNY TO QUARTER SIZE HAIL (PUB)
2305,275,CROSSROADS,LEA,NM,33.51,-103.34,A TRAINED SPOTTER REPORTED TENNIS TO BASEBALL SIZ HAIL IN CROSSROADS,IN ADDITION TO 60 TO 70 MPH WINDS. (MAF)
2329,175,FRITCH,HUTCHINSON,TX,35.64,-101.6,(AMA)
2347,175,2 E FRITCH,HUTCHINSON,TX,35.64,-101.56,(AMA)
2349,400,10 SE CROSSROADS,LEA,NM,33.41,-103.22,(MAF)
0008,100,HENRY,VERMILION,LA,29.88,-92.08,KATC TV REPORTS BRIEF QUARTER SIZE HAIL. (LCH)
0045,125,DAWN,DEAF SMITH,TX,34.91,-102.2,(AMA)
0127,100,UMBARGER,RANDALL,TX,34.95,-102.11,HAIL COVERING HIGHWAY 60. ROADS ARE SLICK IN UMBARGER. (AMA)
0131,175,BRONCO,YOAKUM,TX,33.25,-103.04,(LUB)
0155,100,KERMIT,WINKLER,TX,31.85,-103.09,LOCATION ON EAST SIDE OF KERMIT. PUBLIC ALSO REPORTED DENTS IN PICKUP TRUCK. (MAF)
0230,100,3 SE GRANDFALLS,WARD,TX,31.31,-102.82,(MAF)
0438,100,CACTUS,MOORE,TX,36.04,-102.01,(AMA)
0507,100,7 W DUMAS,MOORE,TX,35.86,-102.08,(AMA)
