Time,F-Scale,Location,County,State,Lat,Lon,Comments
2125,100,4 NNW TURTON,SPINK,SD,45.1,-98.14,HAIL OFF AND ON. UP TO THE SIZE OF QUARTERS. (ABR)
2130,100,4 NE EAGLEVILLE,HARRISON,MO,40.51,-93.93,(EAX)
2200,100,5 ENE DAVIS CITY,DECATUR,IA,40.66,-93.72,ALSO 1.10 INCHES OF RAIN IN 20 MINUTE3 (DMX)
2205,125,7 NNW CAINSVILLE,HARRISON,MO,40.53,-93.83,(EAX)
2215,100,1 N HANNIBAL,TAYLOR,WI,45.26,-90.78,ALSO ESTIMATED WIND GUST OF 60 MPH (ARX)
2229,100,4 W PRINCETON,FRANKLIN,KS,38.49,-95.35,AT LAKE PAHO NICKEL TO QUARTER SIZE HAIL FALLING. (EAX)
2233,100,DUNKERTON,BLACK HAWK,IA,42.57,-92.16,STRONG WINDS ALSO DAMAGED NEW SWING SET. RELAYED BY KWWL TV (DMX)
2305,100,OSBORN,DEKALB,MO,39.75,-94.36,FIRE DEPT REPORTED QUARTER SIZE HAIL AND 60 MPH WINDS. (EAX)
0008,100,WEATHERBY LAKE,PLATTE,MO,39.24,-94.7,NICKEL TO QUARTER SIZE HAIL REPORTED NWS EMPLOYEE. (EAX)
1108,100,1 ESE STANLEY,JOHNSON,KS,38.84,-94.63,(EAX)
