Time,F-Scale,Location,County,State,Lat,Lon,Comments
2340,UNK,MAGNOLIA,COLUMBIA,AR,33.27,-93.24,WINDOW OF A HOUSE IN MAGNOLIA BLOWN OUT...REPORT RELAYED FROM NWS LZK. (SHV)
2345,UNK,GREENWICH,FAIRFIELD,CT,41.03,-73.63,SERVICE SUSPENDED ON NEW HAVEN LINE OF THE METRO-NORTH RAILROAD IN BOTH DIRECTIONS BETWEEN STAMFORD AND HARRISON NY. (OKX)
2350,UNK,CORINTH,SARATOGA,NY,43.25,-73.83,TREE ON CAR MAIN ST (ALY)
2355,UNK,7 SE NATCHEZ,NATCHITOCHES,LA,31.6,-92.96,3 TREES REPORTED DOWN IN MELROSE. (SHV)
2357,UNK,2 W BAYSIDE,QUEENS,NY,40.79,-73.81,TREES DOWN ON 45TH DRIVE. TIME ESTIMATED BY RADAR. (OKX)
0000,UNK,1 N BRADLEY,LAFAYETTE,AR,33.11,-93.66,TREES DOWN ON HIGHWAY 29. (SHV)
0000,UNK,LONG BRANCH,MONMOUTH,NJ,40.3,-73.99,WIRES DOWN IN LONG BRANCH. (PHI)
0012,UNK,FORT EDWARD,WASHINGTON,NY,43.27,-73.58,TREES DOWN (ALY)
0020,UNK,REYNOLDS CORNERS,SARATOGA,NY,43.25,-73.64,TREES DOWN RT 197 (ALY)
0035,UNK,5 S PROVENCAL,NATCHITOCHES,LA,31.58,-93.2,TREES DOWN SOUTH OF PROVENCAL. (SHV)
0036,UNK,EAST MIDDLEBURY,ADDISON,VT,43.97,-73.11,TREES AND POWERLINES DOWN ON ROUTE 125 (BTV)
0040,74,SSW SILVER LAKE,LAKE,OR,43.13,-121.05,(MFR)
0050,UNK,3 N IDA,MILLER,AR,33.05,-93.89,TREES DOWN NEAR KIBLAH. (SHV)
0050,UNK,6 E CLARKSVILLE,MONTGOMERY,TN,36.56,-87.24,TREES DOWN ON ROSSVIEW ROAD. (OHX)
0115,60,7 SW LA PINE,KLAMATH,OR,43.61,-121.62,TRAINED SPOTTER REPORTED HAIL THE SIZE OF PENNIES TO QUARTERS WITH WIND GUSTS BETWEEN 50 TO 60 MPH. (PDT)
0120,UNK,3 N HAPPY CAMP,SISKIYOU,CA,41.84,-123.38,SEVERAL TREES DOWN (MFR)
0130,UNK,TUCSON,PIMA,AZ,32.24,-110.94,MULTIPLE TREES DOWN IN ROADS THROUGHOUT TUCSON (TWC)
0145,UNK,SHREVEPORT,CADDO,LA,32.47,-93.8,A LARGE TREE WAS DOWNED ON A HOUSE ON WOODROW STREET. (SHV)
0149,UNK,5 NE DAVIS-MONTHAN AIR,PIMA,AZ,32.23,-110.81,TREE FROM MEDIAN DOWN ON SPEEDWAY AND PANTANO (TWC)
0152,60,HORSE BUTTE,OWYHEE,ID,42.42,-115.23,16G60 FROM THE SW IN THE HOUR ENDING AT 752 PM MDT. NO PRECIPITATION. (BOI)
0210,UNK,MANSFIELD,BURLINGTON,NJ,40.09,-74.71,TREES DOWN. (PHI)
0218,60,2 SE CATALINA,PIMA,AZ,32.48,-110.89,(TWC)
0220,UNK,2 SSE CATALINA,PIMA,AZ,32.48,-110.92,6 TO 8 INCH THICK TREE DOWN... NUMEROUS BRANCHES 2 TO 4 INCH BROKEN (TWC)
0239,UNK,1 E ASHLAND,JACKSON,OR,42.19,-122.68,2 TO 3 INCH DIAMETER TREE LIMBS DOWNED BY OUTFLOW WINDS FROM COLLAPSING THUNDERSTORMS. A COUPLE OF ROLLS OF THUNDER,TOO. (MFR)
0239,UNK,5 E APPLEGATE,JACKSON,OR,42.26,-123.07,SQUAW PEAK RAWS WEATHER STATION REPORTED SUSTAINED WINDS OF 20 TO 30 MPH WITH PEAK GUSTS 53 TO 75 MPH IN THE LAST 2 HOURS. (MFR)
0247,UNK,ENGLISHTOWN,MONMOUTH,NJ,40.3,-74.36,LARGE TREE LIMB BROKEN (PHI)
0255,UNK,GLADEWATER,GREGG,TX,32.54,-94.95,TREES DOWN IN THE TOWN OF GLADEWATER...BELIEVED TO BE OUTFLOW WINDS NEAR 40 MPH. (SHV)
0300,70,SANDY HOOK,MONMOUTH,NJ,40.44,-73.99,(PHI)
0300,70,7 SSW BREEZY POINT,ANZ355,NY,40.47,-73.99,MESONET (OKX)
0353,UNK,MEDFORD,JACKSON,OR,42.34,-122.85,TERESA FROM THE MAIL TRIBUNE. TALL TREE DOWN ACROSS ONE LANE OF THE ROADWAY NEAR 1ST STREET AND IVY STREET. (MFR)
Time,Size,Location,County,State,Lat,Lon,Comments
2003,100,HOT SPRINGS,GARLAND,AR,34.49,-93.05,HAIL REPORTED IN DOWNTOWN HOT SPRINGS. (LZK)
2040,100,TULL,GRANT,AR,34.44,-92.57,(LZK)
2109,100,2 NNE BOSTON,CULPEPER,VA,38.56,-78.12,QUARTER SIZE HAIL REPORTED BY SPOTTER NEAR RAPPAHANNOCK-CULPEPER COUNTY LINE. (LWX)
0150,100,1 SW DESCHUTES RIVER WO,DESCHUTES,OR,43.99,-121.37,GENERAL PUBLIC REPORTED QUARTER SIZE HAIL THAT BEGIN TO ACCUMULATE,AND HEAVY RAIN SHOWERS. (PDT)
