Time,F-Scale,Location,County,State,Lat,Lon,Comments
2329,100,3 NE BRENTWOOD,DAVIDSON,TN,36.03,-86.75,HAIL REPORTED IN ANTIOCH NEAR NOLENSVILLE PIKE (OHX)
2335,125,7 W GAINESVILLE,ALACHUA,FL,29.69,-82.45,QUARTER TO HALF DOLLAR SIZE HAIL REPORTED AT INTERSTATE 75 AND 39TH AVE. (JAX)
2336,200,3 WSW GREENBRIER,ROBERTSON,TN,36.41,-86.85,(OHX)
2341,100,1 N GOODLETTSVILLE,SUMNER,TN,36.35,-86.7,(OHX)
2344,100,SW CHAIRES CROSSROADS,LEON,FL,30.42,-84.12,NICKEL AND QUARTER SIZE HAIL 2 MI WEST OF APPALACHEE PARKWAY AND CHAIRES CROSSROADS INTERSECTION. (TAE)
2354,175,4 SSE PORTLAND,SUMNER,TN,36.53,-86.49,HAIL REPORTED ON 109 SOUTH OF PORTLAND. DAMAGE TO SEVERAL VEHICLES. (OHX)
0003,150,MOUNT OLIVE,MACOUPIN,IL,39.07,-89.73,(LSX)
0005,100,5 NE ARCHER,ALACHUA,FL,29.58,-82.45,QUARTER SIZE HAIL REPORTED BETWEEN ARCHER AND GAINESVILLE. (JAX)
0007,100,4 W FESTUS,JEFFERSON,MO,38.22,-90.48,(LSX)
0010,100,2 N GALLATIN,SUMNER,TN,36.41,-86.45,(OHX)
0012,100,3 W WEST POINT,CLAY,MS,33.61,-88.7,QUARTER-SIZED STONES MIXED IN WITH LOTS OF DIME TO NICKEL SIZE HAIL (JAN)
0019,100,1 N TEMPERANCE,MONROE,MI,41.78,-83.57,(DTX)
0024,175,VALMEYER,MONROE,IL,38.3,-90.31,(LSX)
0032,100,1 W WESTMORELAND,SUMNER,TN,36.56,-86.26,(OHX)
0043,100,LAFAYETTE,MACON,TN,36.52,-86.03,(OHX)
0044,100,JASPER,DUBOIS,IN,38.39,-86.94,(LMK)
0053,100,MILLSTADT,ST. CLAIR,IL,38.46,-90.09,(LSX)
0220,150,RHODELIA,MEADE,KY,38,-86.42,(LMK)
0330,100,3 SW SELLERSBURG,FLOYD,IN,38.36,-85.8,(LMK)
0330,100,SELLERSBURG,CLARK,IN,38.39,-85.76,(LMK)
0650,100,MONTEREY,PUTNAM,TN,36.13,-85.24,(OHX)
0716,150,MOUNT CORY,HANCOCK,OH,40.93,-83.82,(CLE)
0720,100,GENOA,OTTAWA,OH,41.52,-83.36,(CLE)
0805,100,1 E LINDSEY,SANDUSKY,OH,41.42,-83.2,(CLE)
0806,100,1 S MANSFIELD,RICHLAND,OH,40.75,-82.53,(CLE)
0828,100,MONROEVILLE,HURON,OH,41.24,-82.7,(CLE)
0832,100,MOUNT VERNON,KNOX,OH,40.39,-82.48,(CLE)
0904,100,5 S WELLINGTON,LORAIN,OH,41.09,-82.22,(CLE)
0905,100,GRAY,KNOX,KY,36.94,-84.01,REPORT VIA TWITTER. (JKL)
1008,100,GIRDLER,KNOX,KY,36.94,-83.84,(JKL)
