Time,F-Scale,Location,County,State,Lat,Lon,Comments
0035,175,LITTLEFIELD,LAMB,TX,33.92,-102.33,GOLFBALL HAIL REPORTED IN LITTLEFIELD. RELAYED BY VIEWER TO KCBD. (LUB)
0042,100,2 S FAIRFAX,OSAGE,OK,36.54,-96.7,(TSA)
0055,100,3 SE ENSIGN,FORD,KS,37.62,-100.2,(DDC)
0056,275,4 SSW WHITHARRAL,HOCKLEY,TX,33.68,-102.35,(LUB)
0122,175,2 W RALSTON,PAWNEE,OK,36.5,-96.77,GOLF BALL TO HALF DOLLAR SIZE HAIL VIA KJRH. (TSA)
0125,250,6 NNW ROPESVILLE,HOCKLEY,TX,33.49,-102.19,(LUB)
0148,100,2 NW ENID,GARFIELD,OK,36.42,-97.9,(OUN)
0151,150,7 SW LUBBOCK,LUBBOCK,TX,33.51,-101.94,REPORTED AT 93RD AND MILWAYKEE. (LUB)
0208,100,3 NE HIATTVILLE,BOURBON,KS,37.75,-94.83,TIME ESTIMATED BASED ON RADAR. (SGF)
0209,100,3 SE GRUVER,HANSFORD,TX,36.23,-101.37,(AMA)
0220,100,PAWHUSKA,OSAGE,OK,36.67,-96.34,(TSA)
0221,275,LUBBOCK,LUBBOCK,TX,33.58,-101.88,120TH AND MILWAUKEE (LUB)
0224,100,HUNTER,GARFIELD,OK,36.56,-97.66,(OUN)
0231,275,3 WSW UNION,TERRY,TX,33.02,-102.27,LOST WINDSHIELD TO BASEBALLHAIL 3 MI WSW UNION (LUB)
0231,275,6 ESE WOODROW,LUBBOCK,TX,33.41,-101.75,LOST WINDSHIELD TO BASEBALLHAIL JUST EAST OF HIGHWAY 87 ON 41. (LUB)
0235,100,5 E SPEARMAN,HANSFORD,TX,36.2,-101.1,(AMA)
0238,275,7 E NEW HOME,LYNN,TX,33.33,-101.79,WINDSHIELD DESTROYED (LUB)
0250,100,6 NNW ROPESVILLE,HOCKLEY,TX,33.49,-102.19,HEAVY FLOODING ALONG WITH HAIL (LUB)
0304,250,5 E ROPESVILLE,LUBBOCK,TX,33.41,-102.07,ON 41 (LUB)
0309,200,3 SE WOODROW,LUBBOCK,TX,33.42,-101.81,COVERING GROUND (LUB)
0315,100,2 N BORGER,HUTCHINSON,TX,35.69,-101.4,(AMA)
0317,175,6 W NEW HOME,LYNN,TX,33.33,-102.01,179 AND 211 (LUB)
0322,125,MAY,HARPER,OK,36.62,-99.75,(OUN)
0329,175,SOUTHLAND,GARZA,TX,33.36,-101.55,(LUB)
0333,100,LA BELLE,LEWIS,MO,40.12,-91.91,(LSX)
0338,100,1 SE ROPESVILLE,HOCKLEY,TX,33.4,-102.14,(LUB)
0355,175,6 N HARTLEY,HARTLEY,TX,35.97,-102.4,DELAYED REPORT FROM APRIL 29 (AMA)
0410,100,12 ESE WAYNOKA,WOODS,OK,36.52,-98.68,(OUN)
0415,200,TAHOKA,LYNN,TX,33.16,-101.79,(LUB)
0417,175,8 W DUMAS,MOORE,TX,35.86,-102.11,(AMA)
0433,275,DUMAS,MOORE,TX,35.86,-101.97,(AMA)
0449,175,TAHOKA,LYNN,TX,33.16,-101.79,GOLFBALL HAIL REPORTED IN TAHOKA. (LUB)
0450,100,WEST MINERAL,CHEROKEE,KS,37.28,-94.92,(SGF)
0500,100,4 N MIAMI,ROBERTS,TX,35.75,-100.64,(AMA)
0530,175,1 ESE BORGER,HUTCHINSON,TX,35.65,-101.38,GOLF BALL SIZE HAIL REPORTED IN BORGER (AMA)
0630,100,6 N PAMPA,ROBERTS,TX,35.63,-100.96,(AMA)
0822,100,EVA,TEXAS,OK,36.8,-101.9,QUARTER SIZE HAIL REPORTED NEAR EVA (AMA)
