Time,F-Scale,Location,County,State,Lat,Lon,Comments
0110,UNK,SEYMOUR,SEVIER,TN,35.87,-83.77,DISPATCH REPORTED A TREE DOWN ON THE ROADWAY. (MRX)
0130,UNK,2 N ANTHEM,MARICOPA,AZ,33.88,-112.14,TREES TORN UP THROUGHOUT NEIGHBOORHOOD FROM TSTM WINDS AND 0.50 INCH HAIL ALONG WITH HEAVY RAIN (PSR)
0200,UNK,KIMBALLTON,GILES,VA,37.37,-80.68,ONE TREE DOWN ON BIG STONY CREEK ROAD. (RNK)
0224,UNK,3 WSW ROBBINSVILLE,GRAHAM,NC,35.31,-83.85,TWO TREES DOWN IN THE SNOWBIRD AREA OF GRAHAM COUNTY. (GSP)
0230,UNK,PEMBROKE,GILES,VA,37.32,-80.64,THREE TREES DOWN BETWEEN 1020 PM AND 1113 PM EDT BETWEEN CASCADES AND PEMBROKE ON DOE CREEK ROAD. (RNK)
0247,UNK,2 WSW BLACKSBURG,MONTGOMERY,VA,37.22,-80.45,A TREE WAS BLOWN DOWN AT THE INTERSECTION OF HEATHER DRIVE AND TALL OAKS DRIVE. (RNK)
0300,UNK,MURPHY,CHEROKEE,NC,35.09,-84.03,DISPATCH REPORTED A COUPLE TREES DOWN...ONE IN MURPHY AND THE OTHER IN THE TEXANA AREA. (MRX)
0409,67,2 NNW ANTHEM,MARICOPA,AZ,33.88,-112.15,(PSR)
0530,UNK,TRONA,SAN BERNARDINO,CA,35.77,-117.37,THUNDERSTORMS WINDS KNOCKED DOWN 5 POWER POLES AND SEVERAL TREES IN TRONA. (VEF)
0625,UNK,TRONA,SAN BERNARDINO,CA,35.77,-117.37,THUNDERSTORM WINDS CAUSED 2000 CUSTOMERS TO LOSE POWER IN THE TOWN OF TRONA. (VEF)
Time,Size,Location,County,State,Lat,Lon,Comments
1230,100,4 NW KANKAKEE,KANKAKEE,IL,41.16,-87.92,(LOT)
1300,100,EUCHEEANNA,WALTON,FL,30.65,-86.05,ALSO REPORTED CONSTANT CLOUD TO GROUND LIGHTNING AND WIND GUST TO 60 MPH. WILL CONDUCT DAMAGE SURVEY AFTER LIGHTNING SUBSIDES. (TAE)
1507,100,5 W COLLISON,VERMILION,IL,40.23,-87.89,(ILX)
1527,125,1 W FITHIAN,VERMILION,IL,40.11,-87.9,(ILX)
1626,100,2 WNW BISMARCK,GRANT,WV,39.23,-79.27,(LWX)
1634,100,2 SW BITTINGER,GARRETT,MD,39.58,-79.25,(PBZ)
1735,100,SIBLEY,FORD,IL,40.59,-88.38,(LOT)
1752,100,GIBSON CITY,FORD,IL,40.47,-88.38,DELAYED REPORT FROM OUTSIDE THE BIG R AT 623 EAST 1ST STREET. (LOT)
1859,100,FARMINGTON,FAYETTE,PA,39.81,-79.57,(PBZ)
1915,100,WARSAW,WYOMING,NY,42.74,-78.13,EMERGENCY MANAGER REPORTED DIME AND QUARTER SIZED HAIL. (BUF)
2034,100,FLEMING-NEON,LETCHER,KY,37.19,-82.7,HAIL UP TO QUARTER SIZE WAS REPORTED. (JKL)
2125,100,LYONS,GREENE,IN,38.99,-87.08,TREE LIMBS DOWN. WIND GUSTS TO 50 MPH. (IND)
2150,100,2 ESE CENTREVILLE,FAIRFAX,VA,38.84,-77.41,(LWX)
2214,100,WASHINGTON,DAVIESS,IN,38.66,-87.17,(IND)
2240,100,MONROE CITY,KNOX,IN,38.61,-87.35,RELAYED BY KNOX COUNTY EMA (IND)
2241,100,4 NE FLAT ROCK,SHELBY,IN,39.41,-85.78,RELAYED THROUGH LAW ENFOREMENT. (IND)
2309,125,1 SE JEFFERSONTON,CULPEPER,VA,38.63,-77.9,(LWX)
2323,100,EDINBURGH,JOHNSON,IN,39.35,-85.97,(IND)
2324,275,OAKLAND CITY,GIBSON,IN,38.34,-87.35,UNKNOWN NUMBER OF INJURIES AT A PARADE...REPORTED BY COUNTY 911 (PAH)
2335,100,MOSS,JONES,MS,31.82,-89.18,QUARTER SIZE HAIL AND SEVERAL LIMBS DOWN (JAN)
2347,175,2 W LYNNVILLE,WARRICK,IN,38.2,-87.35,3 TO 5 INCH TREE LIMBS DOWN (PAH)
2350,175,HOPE,BARTHOLOMEW,IN,39.3,-85.77,(IND)
2356,175,5 NNW LAUREL,JONES,MS,31.77,-89.17,A FEW LARGE STONES UP TO GOLF BALL SIZE...MOST HAIL WAS NICKEL TO QUARTER SIZE. OCCURRED ON PAUL MYRICK RD. (JAN)
2358,175,CHANDLER,WARRICK,IN,38.04,-87.37,(PAH)
0215,150,8 SSW KELDRON,CORSON,SD,45.83,-101.87,NICKLE TO PING PONG BALL HAIL (ABR)
